title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text,Extracted Team Info,Roles,Researchers,Institutions,Individuals Per Team,Unique Individuals Per Entry,Unique Institutions Per Entry,Is Multi-Institutional
Heart Disease in AA,"Heart disease is one of the leading causes of death in Americans, but certain minority groups are more affected, one being African Americans. Heart disease is a disease of the blood vessels supplying the heart muscle. African Americans with heart…","Scientific Questions Being Studied
Heart disease is one of the leading causes of death in Americans, but certain minority groups are more affected, one being African Americans. Heart disease is a disease of the blood vessels supplying the heart muscle. African Americans with heart disease were also impacted by Covid-19. Covid-19 is an infectious disease caused by the SARS-CoV-2 virus. During the Covid-19 pandemic, African Americans who had heart disease developed a condition called myocarditis. Myocarditis is inflammation of the middle layer of the heart. It can cause a weakened heart, heart failure, abnormal heartbeat, and sudden death. There seemed to be a link between myocarditis patients and people who tested positive for Covid-19. This research showed that cardiovascular disease was found in African Americans more after they had been impacted by Covid-19, which led to myocarditis because of their dietary habits, physical inactivity, and stress.","Project Purpose(s)
Disease Focused Research (coronary artery disease)
Population Health
Educational","Scientific Approaches
Look how how African American compare to other groups in relation to cardiovascular disease. Gender, ethnic groups, age.","Anticipated Findings
See what age group and gender are most impacted and what is the average age of unset. This research will allow the student to do data analysis and presentation experience while, informing members of the community the importance of taking care of themselves.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth","Data Set Used
Registered Tier","Research Team
Owner:
Meiko Thompson
- Early Career Tenure-track Researcher, Southern University at New Orleans","Heart Disease in AA Heart disease is one of the leading causes of death in Americans, but certain minority groups are more affected, one being African Americans. Heart disease is a disease of the blood vessels supplying the heart muscle. African Americans with heart…","1. ['Owner']
2. ['Meiko Thompson']
3. ['Southern University at New Orleans']",['Owner'],['Meiko Thompson'],['Southern University at New Orleans'],1,1,1,FALSE
Exploring cardiovascular diseases with predictive models and network analysis,"We aim to identify risk factors for cardiovascular disease in the All of Us dataset. We will perform network analysis on prescribed drugs, patient factors, and cardiac events to understand their relationships. We will also build predictive models that will…","Scientific Questions Being Studied
We aim to identify risk factors for cardiovascular disease in the All of Us dataset. We will perform network analysis on prescribed drugs, patient factors, and cardiac events to understand their relationships. We will also build predictive models that will use risk factors to predict disease outcomes.","Project Purpose(s)
Disease Focused Research (Cardiovascular Disease)
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
This project will explore the potential to identify risk factors of cardiovascular disease from a combination of genomic data, FitBit data, and clinical data such as  medications. If successful in identifying risk factors, we will also build a predictive model with the risk factors and a network model.
For the predictive model, we plan to try both traditional machine learning models like linear regression and SVMs as well as deep learning models to compare the different techniques and decide which is the best for the task. For the network analysis, we plan to look at different measures of centrality (degree, eigenvector, and closeness) and similarity (cosine and jaccard) to better understand the different risk factors and how they relate to different disease outcomes.","Anticipated Findings
We anticipate demonstrating the value of combining fitbit data, genomic data, and clinical data in determining cardiovascular disease risk factors.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Natalie Wang
- Graduate Trainee, Johns Hopkins University
Casey Taylor
- Early Career Tenure-track Researcher, Johns Hopkins University","Exploring cardiovascular diseases with predictive models and network analysis We aim to identify risk factors for cardiovascular disease in the All of Us dataset. We will perform network analysis on prescribed drugs, patient factors, and cardiac events to understand their relationships. We will also build predictive models that will…","1. ['Owner', 'Graduate Trainee', 'Early Career Tenure-track Researcher']
2. ['Natalie Wang', 'Casey Taylor']
3. ['Johns Hopkins University', 'Johns Hopkins University']","['Owner', 'Graduate Trainee', 'Early Career Tenure-track Researcher']","['Natalie Wang', 'Casey Taylor']","['Johns Hopkins University', 'Johns Hopkins University']",2,2,1,FALSE
hypertensive disorders of pregnancy,Hypertensive disorders of pregnancy serve as a predictor of the development of future cardiovascular disease and mortality. Much is unknown regarding the development of hypertensive disorders of pregnancy. Social determinants of health likely play a role in the development of…,"Scientific Questions Being Studied
Hypertensive disorders of pregnancy serve as a predictor of the development of future cardiovascular disease and mortality. Much is unknown regarding the development of hypertensive disorders of pregnancy. Social determinants of health likely play a role in the development of hypertensive disorders of pregnancy and its management. We aim to understand the association between social determinants of health (geography, income, discrimination) and diagnosis and management of hypertensive disorders of pregnancy.","Project Purpose(s)
Disease Focused Research (Hypertensive Disorders of Pregnancy)
Population Health
Social / Behavioral","Scientific Approaches
We plan to use the All of Us database and use a variety of statistical methods including chi-squared analysis, t-test and logistic regression modeling.","Anticipated Findings
We anticipate that we will see that those from disadvantaged and marginalized groups will have higher rates of adverse pregnancy outcomes and sub-optimal management of their disorders. We believe that understanding this relationship including its mediators will allow us to employ more effective practices for sustainable change in our healthcare systems.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Nisha Donthi
- Other, University of California, San Francisco",hypertensive disorders of pregnancy Hypertensive disorders of pregnancy serve as a predictor of the development of future cardiovascular disease and mortality. Much is unknown regarding the development of hypertensive disorders of pregnancy. Social determinants of health likely play a role in the development of…,"1. ['Owner']
2. ['Nisha Donthi']
3. ['University of California, San Francisco']",['Owner'],['Nisha Donthi'],"['University of California, San Francisco']",1,1,1,FALSE
PRS and other risk factors of Cardiovascular Disease,Knowing to what extent prediction rules based on validated polygenic risk scores (PRSs) and other risk factors produce equitable benefits can inform how/if it is used clinically. Our goal is to assess the predictive performance of PRSs and other risk…,"Scientific Questions Being Studied
Knowing to what extent prediction rules based on validated polygenic risk scores (PRSs) and other risk factors produce equitable benefits can inform how/if it is used clinically. Our goal is to assess the predictive performance of PRSs and other risk factors derived from FitBit and EHR for cardiovascular disease. We hypothesize that the predictive performance of PRSs among ancestry groups will differ. We further hypothesize that predictive performance will be more similar among ancestry groups with the addition of other risk factors with high coverage among racial and ethnic minority groups.","Project Purpose(s)
Disease Focused Research (Cardiovascular Disease)
Methods Development","Scientific Approaches
We will test the performance of PRS with and without other risk factors to predict future cardiovascular disease. Doing this will require computing per-individual PRSs for cardiovascular risk. For other risk factors, we will systematically quantify and select risk factors of cardiovascular disease (derived from FitBit and EHR data) with high coverage among racial and ethnic minority groups.","Anticipated Findings
We anticipate finding that PRSs for cardiovascular disease performs worse for some racial and ethnic minority groups when compared to others.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Tamisha Segbefia
- Graduate Trainee, Johns Hopkins University
Juandalyn Burke
- Research Fellow, University of Washington
Casey Taylor
- Early Career Tenure-track Researcher, Johns Hopkins University
Collaborators:
Shanshan Song - Graduate Trainee, Johns Hopkins University",PRS and other risk factors of Cardiovascular Disease Knowing to what extent prediction rules based on validated polygenic risk scores (PRSs) and other risk factors produce equitable benefits can inform how/if it is used clinically. Our goal is to assess the predictive performance of PRSs and other risk…,"1. ['Owner', 'Graduate Trainee', 'Research Fellow', 'Early Career Tenure-track Researcher']
2. ['Tamisha Segbefia', 'Juandalyn Burke', 'Casey Taylor']
3. ['Johns Hopkins University', 'University of Washington', 'Johns Hopkins University']","['Owner', 'Graduate Trainee', 'Research Fellow', 'Early Career Tenure-track Researcher']","['Tamisha Segbefia', 'Juandalyn Burke', 'Casey Taylor']","['Johns Hopkins University', 'University of Washington', 'Johns Hopkins University']",3,3,2,TRUE
PRS for cardiovascular risk factors,We will perform polygenic risk score (PRS) for cardiovascular diseases with initial focus on Essential Hypertension and Obesity in a specifically dataset for a population group.,"Scientific Questions Being Studied
We will perform polygenic risk score (PRS) for cardiovascular diseases with initial focus on Essential Hypertension and Obesity in a specifically dataset for a population group.","Project Purpose(s)
Disease Focused Research (essential hypertension, obesity)","Scientific Approaches
We will perform PRS in WV, OH, KY population group.","Anticipated Findings
We anticipate finding variants and genetic factors that influence the phenotypes in that population group. We also believe that ancestry-adjusted PRS constructed would facilitate susceptibility risk estimation. Based on that, we anticipate generating genetic data.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Geography","Data Set Used
Controlled Tier","Research Team
Owner:
Vinicius Borges
- Other, Marshall University",PRS for cardiovascular risk factors We will perform polygenic risk score (PRS) for cardiovascular diseases with initial focus on Essential Hypertension and Obesity in a specifically dataset for a population group.,"1. ['Owner']
2. ['Vinicius Borges']
3. ['Marshall University']",['Owner'],['Vinicius Borges'],['Marshall University'],1,1,1,FALSE
ECIG-AFIB,"Aim 1. Examine if physical activity measured with FitBit is associated with four cardiovascular diseases (AFIB, MI, stroke, heart failure). This first aim will determine if FitBit, a commercially available product with over 30 million users, is able to measure…","Scientific Questions Being Studied
Aim 1. Examine if physical activity measured with FitBit is associated with four cardiovascular diseases (AFIB, MI, stroke, heart failure). This first aim will determine if FitBit, a commercially available product with over 30 million users, is able to measure PA with the same accuracy as current standard measurement technologies. This will be accomplished by demonstrating the same pattern of association as previously established literature.
Aim 2. Determine if heart rate, stratified by nicotine use, is associated with four cardiovascular diseases.The second aim will quantify heart rates patterns which are associated with CVD. These heart rates will be stratified by four tobacco use groups to allow examination of tobacco use as a potential moderator of the relationship between heart rate and CVD.","Project Purpose(s)
Disease Focused Research (Cardiovascular diseases)","Scientific Approaches
This study will utilize stratified and non-stratified logistic regression models. Participants with complete data on tobacco use, physical activity (PA) tracking, and cardiovascular disease (CVD) will be utilized. Logistic models, both stratified by tobacco and not stratified, will examine the association between PA and CVD.","Anticipated Findings
This research will advance the science of CVD in two ways. First, if FitBit data is shown to be an accurate method for collecting PA data will allow researchers to access historical data on research participants as well as have accurate real-time measurements. Second, this study will determine if ECIG use confers the same increase in odds of CVD as CIG use. Further, dual users will also be examined to quantify the increase in odds which will inform smoking cessation programs that may be utilizing ECIGs for cessation or abstinence.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
James Clifford
- Early Career Tenure-track Researcher, East Carolina University","ECIG-AFIB Aim 1. Examine if physical activity measured with FitBit is associated with four cardiovascular diseases (AFIB, MI, stroke, heart failure). This first aim will determine if FitBit, a commercially available product with over 30 million users, is able to measure…","1. ['Owner']
2. ['James Clifford']
3. ['East Carolina University']",['Owner'],['James Clifford'],['East Carolina University'],1,1,1,FALSE
Visualization_participants_for_hyp3_and_hyp4,"finding number of participants who have CKD, die of cardiovascular death, presence of HDAC9 gene breaks the protection of females who are protected from the conditions under normal circumstances","Scientific Questions Being Studied
finding number of participants who have CKD,  die of cardiovascular death, presence of HDAC9 gene breaks the protection of females who are protected from the conditions under normal circumstances","Project Purpose(s)
Disease Focused Research (cardiac diseases)","Scientific Approaches
finding out the number of participants from the AoU dataset participants who have CKD,  die of cardiovascular death, presence of HDAC9 gene breaks the protection of females who are protected from the conditions under normal circumstances","Anticipated Findings
number of participants found for WI, not WI, zip 532- participants who have CKD,  die of cardiovascular death, presence of HDAC9 gene breaks the protection of females who are protected from the conditions under normal circumstances","Demographic Categories of Interest
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Paramita Basak Upama
- Graduate Trainee, Marquette University","Visualization_participants_for_hyp3_and_hyp4 finding number of participants who have CKD, die of cardiovascular death, presence of HDAC9 gene breaks the protection of females who are protected from the conditions under normal circumstances","1. ['Owner', 'Graduate Trainee']
2. ['Paramita Basak Upama']
3. ['Marquette University']","['Owner', 'Graduate Trainee']",['Paramita Basak Upama'],['Marquette University'],1,1,1,FALSE
Using AI to Predict the Development of Cardiovascular Disease,"I want to use Artificial Intelligence to predict at what age a person is most likely to develop moderate to severe heart disease based on a variety of inputs, including their age, family history, other medical conditions, and lifestyle. Cardiovascular…","Scientific Questions Being Studied
I want to use Artificial Intelligence to predict at what age a person is most likely to develop moderate to severe heart disease based on a variety of inputs, including their age, family history, other medical conditions, and lifestyle. Cardiovascular diseases are the leading cause of death globally, based off of data from the World Health Organization (WHO). Leveraging modern-day technology in such a wide-spread and preventable disease will help people take preventative steps earlier and reduce the chances of an untimely death.","Project Purpose(s)
Disease Focused Research (Cardiovascular Disease)
Methods Development","Scientific Approaches
Our training data will be the group of people who have already been diagnosed with a form of heart disease, and at what age they were given this diagnosis. Our inputs to the model will include traditional risk factors of cardiovascular disease, such as age, height, and weight of a person, if they’ve already been diagnosed with high blood pressure, high cholesterol, and/or diabetes, family history of high cholesterol, high blood pressure and/or diabetes, their smoking and drinking habits, and their physical lifestyle. We will also explore various other inputs included within the All of Us dataset to investigate whether there are additional inputs which may be a significant indicator of developing heart disease. Modern machine learning methods such as supervised classification algorithms and supervised regression algorithms will be implemented using Python. Our output will be a potential age range of when they are likely to develop a moderate to severe diagnosis of heart disease.","Anticipated Findings
From this study, I hope to have created a model for predicting when a person may develop heart disease with an accuracy of at least 90%. This model would be a valuable contribution in utilizing artificial intelligence and machine learning in the realm of cardiovascular health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Tishya Chhabra
- Project Personnel, Arizona State University","Using AI to Predict the Development of Cardiovascular Disease I want to use Artificial Intelligence to predict at what age a person is most likely to develop moderate to severe heart disease based on a variety of inputs, including their age, family history, other medical conditions, and lifestyle. Cardiovascular…","1. ['Owner', 'Project Personnel']
2. ['Tishya Chhabra']
3. ['Arizona State University']","['Owner', 'Project Personnel']",['Tishya Chhabra'],['Arizona State University'],1,1,1,FALSE
Comorbidity and pleiotropy,"This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for…","Scientific Questions Being Studied
This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for example, diabetes, cardiovascular disease, and asthma. People with comorbid medical conditions, especially involving both mental and physical disorders, suffer from greater burden of symptom severity, functional disability, and increased mortality. Yet, we have limited understanding of the etiological bases of such comorbid conditions. In this project, we aim to investigate: (1) the prevalence of comorbidity;  (2) risk factors; and (3) potential causal mechanisms associated with various comorbid medical conditions.","Project Purpose(s)
Disease Focused Research (Psychiatric disorders and comorbid health conditions (e.g., pain))
Population Health
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
First, we will use ICD10 or ICD9 code to identify mental disorders with the prevalence greater than 1%.
Second, for the identified mental disorders, we will identify comorbidity between mental disorders (e.g., depression and ADHD) and related health conditions (e.g., depression and pain).
Third, for each of the mental disorders (e.g., depression), we will examine demographic, family history, genetics, and lifestyle measures that are more common among people with comorbid health conditions vs. people only with/out a mental disorder. Multiple regression will be used to estimate the effect of the examined risk factors, while accounting for age, sex, and top ten genetic components for population substructure.
This analysis will be conducted within each population and examined for heterogeneity across different populations.
Software: Our analysis will be conducted using R, PLINK, PRSCSX, PRSICE, and shell scripts.","Anticipated Findings
There are two public health benefits. First, our findings will provide critical insights into potential etiologic relationships between distinct medical conditions. Previous studies have focused on examining a pair of comorbid disorders, while our study findings will examine multiple comorbid conditions. Second, our study findings will identify risk/resilience factors related to comorbid medical conditions. Treating people with comorbid disorders has been a major challenge, especially, those with both mental and physical conditions. Identification of risk/resilience factors will form a critical basis for risk prediction and personalized intervention strategies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Phil Lee
- Early Career Tenure-track Researcher, Mass General Brigham","Comorbidity and pleiotropy This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for…","1. ['Owner', 'Early Career Tenure-track Researcher']
2. ['Phil Lee']
3. ['Mass General Brigham']","['Owner', 'Early Career Tenure-track Researcher']",['Phil Lee'],['Mass General Brigham'],1,1,1,FALSE
Mental and Cardiovascular Health,Study Questions: 1. Are individuals who have been diagnosed with depression/anxiety disorders more likely to have cardiovascular or hypertensive disorders? 2. Are individuals who have cardiovascular or hypertensive disorders more likely to show depression/anxiety phenotypes? 3. Which cardiovascular disorders are…,"Scientific Questions Being Studied
Study Questions:
1. Are individuals who have been diagnosed with depression/anxiety disorders more likely to have cardiovascular or hypertensive disorders?
2. Are individuals who have cardiovascular or hypertensive disorders more likely to show depression/anxiety phenotypes?
3. Which cardiovascular disorders are more likely to show comorbidity with anxiety and depression in the All of Us cohort?
4. Do certain medications have a protective effect with regards to either depression/anxiety or CAD/hypertensive symptoms?
5. How does mental stress affect cardiovascular and psychological health?","Project Purpose(s)
Educational","Scientific Approaches
We will have at minimum four cohorts: Those who have depression or anxiety. Those who have CAD and/or hypertensive disorders. Those who don't have CAD/hypertensive disorders. Those who don't have depression/anxiety.
We will analyze data using odds ratio, and chi-square analysis.","Anticipated Findings
We hypothesize individuals who have a depression/anxiety disorder will have an increased risk for developing cardiovascular disease or hypertensive disorders. We hypothesize individuals who have CAD or hypertensive disorders will have an increased risk of being diagnosed with depression/anxiety disorders.
We hypothesize there will not be any specific CAD or hypertensive disorder that is more likely to be associated with depression/anxiety disorders.
We hypothesize that there will be a small protective effect of depression/anxiety medication on CAD/hypertensive disorders, but no effect for those who are medicated vs not medicated for their CAD/hypertension.
We hypothesize that those who report greater mental stress will have an increased likelihood of CAD/hypertensive disorders and depression/anxiety.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Jennell Talley
- Mid-career Tenured Researcher, Georgia Gwinnett College
Collaborators:
Zoe Snider - Undergraduate Student, Georgia Gwinnett College",Mental and Cardiovascular Health Study Questions: 1. Are individuals who have been diagnosed with depression/anxiety disorders more likely to have cardiovascular or hypertensive disorders? 2. Are individuals who have cardiovascular or hypertensive disorders more likely to show depression/anxiety phenotypes? 3. Which cardiovascular disorders are…,"1. ['Owner', 'Collaborator']
2. ['Jennell Talley', 'Zoe Snider']
3. ['Georgia Gwinnett College']","['Owner', 'Collaborator']","['Jennell Talley', 'Zoe Snider']",['Georgia Gwinnett College'],2,2,1,FALSE
"Sodium, potassium, and CVD",Sodium and potassium are closely related to cardiovascular diseases (CVD) as suggested by prior studies. but it is still underinvestigated how difference in sodium and potassium contributes to health disparities in CVD across geographic units and racial/ethnic groups. This study…,"Scientific Questions Being Studied
Sodium and potassium are closely related to cardiovascular diseases (CVD) as suggested by prior studies. but it is still underinvestigated how difference in sodium and potassium contributes to health disparities in CVD across geographic units and racial/ethnic groups. This study aims to understand the association of sodium and potassium with CVD risk factors and examine potential divergence in the contributions of sodium and potassium in different groups.","Project Purpose(s)
Disease Focused Research (CVD)
Population Health","Scientific Approaches
We will use the serum and urinary concentrations of sodium and potassium in All of Us database as the primary exposure variables. The outcomes will focuse on CVD risk factors, including blood pressure, cholesterol, diagnosis in EHR, and self-reported CVD history. Basic socio-demographic variables (including age, race/ethnicity, and gender), behaviors (including smoking and alcohol drinking), and relevant medical history (including diabetes and kidney diseases) will be retrieved from the All of Us database. Multivariate regression methods as well as spline analysis will be used to estimate the relationship between sodium and potassium and CVD risk factors.","Anticipated Findings
We anticipate to examine the association of sodium and potassium concentrations in serum and urine with CVD risk factors. These findings will add more evidence for dietary pattern recommendation at the population level. Moreover, we will examine how race/ethnicity, age, and SES modify these associations, and thus provide insights into intervention opportunities for targeted groups.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jiajun Luo
- Research Fellow, University of Chicago","Sodium, potassium, and CVD Sodium and potassium are closely related to cardiovascular diseases (CVD) as suggested by prior studies. but it is still underinvestigated how difference in sodium and potassium contributes to health disparities in CVD across geographic units and racial/ethnic groups. This study…","1. ['Owner', 'Research Fellow']
2. ['Jiajun Luo']
3. ['University of Chicago']","['Owner', 'Research Fellow']",['Jiajun Luo'],['University of Chicago'],1,1,1,FALSE
Food Insecurity and Congestive Heart Failure (CHF),Is there a difference in BMI between patients with Congestive Heart Failure (CHF) who are food secure and food insecure? Is there a difference in cardiovascular disease markers between patients with Congestive Heart Failure (CHF) who are food secure and…,"Scientific Questions Being Studied
Is there a difference in BMI between patients with Congestive Heart Failure (CHF) who are food secure and food insecure?
Is there a difference in cardiovascular disease markers between patients with Congestive Heart Failure (CHF) who are food secure and food insecure?
We're exploring these questions to better understand the impact of food insecurity on cardiovascular disease, which tends to have a significant lifestyle component.","Project Purpose(s)
Disease Focused Research (congestive heart failure)","Scientific Approaches
We plan on building a cohort of CHF patients. The dataset will contain demographic information, responses to the 2 food insecurity questions (Social Determinants of Health survey), BMI and lab measurements relevant to CHF.
We will split the cohort between food secure and food insecure patients. We will define food security as responding ""never"" to both food insecurity questions.
We will then examine the differences in BMI and lab measurements relevant to CHF in both groups.","Anticipated Findings
We expect a higher mean BMI and more CHF risk markers in the food insecure group as compared to the food secure group.
For many patients with CVD, the advice to eat healthier and exercise more but this may not be feasible for some of the most vulnerable members of our community. Findings that indicate worse outcomes for food insecure patients would indicate the need to reevaluate our approach to care.","Demographic Categories of Interest
Race / Ethnicity
Age
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Farbod Raiszadeh
- Senior Researcher, New York City Health & Hospitals
Hasna Rtabi
- Graduate Trainee, Columbia University
Collaborators:
Shayaa Muhammad - Project Personnel, City University of New York (CUNY)",Food Insecurity and Congestive Heart Failure (CHF) Is there a difference in BMI between patients with Congestive Heart Failure (CHF) who are food secure and food insecure? Is there a difference in cardiovascular disease markers between patients with Congestive Heart Failure (CHF) who are food secure and…,"1. ['Owner', 'Graduate Trainee', 'Project Personnel']
2. ['Farbod Raiszadeh', 'Hasna Rtabi', 'Shayaa Muhammad']
3. ['New York City Health & Hospitals', 'Columbia University', 'City University of New York (CUNY)']","['Owner', 'Graduate Trainee', 'Project Personnel']","['Farbod Raiszadeh', 'Hasna Rtabi', 'Shayaa Muhammad']","['New York City Health & Hospitals', 'Columbia University', 'City University of New York (CUNY)']",3,3,3,TRUE
GWAS replication,"We hypothesize that a pattern of SNP signatures, along with physical activity, moderates the effect in the association between pathological stress and the development of cardiovascular diseases (CVD). According to the AHA 2019 report, only 16.6% of Hispanic or Latinos…","Scientific Questions Being Studied
We hypothesize that a pattern of SNP signatures, along with physical activity, moderates the effect in the association between pathological stress and the development of cardiovascular diseases (CVD). According to the AHA 2019 report, only 16.6% of Hispanic or Latinos age 18 and older met the Federal Physical Activity Guidelines, which is lower than an average of 21.5% in American adults; and the prevalence of physical inactivity is higher among Hispanic children than among non-Hispanic white children. These facts indicate that Hispanic or Latinos may face more physical inactivity related CVD problems in the future.","Project Purpose(s)
Ancestry","Scientific Approaches
Step 1: Identifying differentially expressed SNP signatures associated with CVD.
We will use GENESIS R package to identify the differentially expressed SNP signature patterns. The signature patterns identified from CVD will be taken to generate an overlapped pattern as one of the inputs for step 2.
Step 2: Constructing the structural equation model (SEM).
Structure question models (SEM) will be applied to examine the association among stress, overall GRS from SNPs, PA, CVD, and other cardiovascular risk factors.","Anticipated Findings
Neither ongoing nor published studies focused on the network involving SNP, PA, stress and CVD. Therefore, by using structural equation model (SEM), the goal of this study is to expand previous studies to reveal the moderating effect of PA and SNP on the association between stress and CVD (hypothesized model is shown in a separate figure file). The result of this study can provide guidance to help control the prevalence of physical inactivity related CVD problems among Hispanic or Latinos.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Hangchuan Shi
- Graduate Trainee, University of Rochester","GWAS replication We hypothesize that a pattern of SNP signatures, along with physical activity, moderates the effect in the association between pathological stress and the development of cardiovascular diseases (CVD). According to the AHA 2019 report, only 16.6% of Hispanic or Latinos…","1. ['Owner', 'Graduate Trainee']
2. ['Hangchuan Shi']
3. ['University of Rochester']","['Owner', 'Graduate Trainee']",['Hangchuan Shi'],['University of Rochester'],1,1,1,FALSE
SM APOE,"Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia…","Scientific Questions Being Studied
Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia and demographics.","Project Purpose(s)
Educational
Ancestry","Scientific Approaches
The two rsIDs for APOE genotyping (rs429358 and rs7412) will be extracted from AllOfUs Hail tables. Data will be summarized into the defined APOE genotypes (ε2, ε3, ε4) and associated with hypercholesterolemia status. Hypercholesterolemia will be defined by the SNOMED code ""E78.0 - Pure hypercholesterolemia"". Summary statistics for APOE association will be stratified by age, sex and declared race/ethnicity.","Anticipated Findings
The study hopes to find similar statics as has been found in the UKBiobank cohort, with the addition of higher diversity. The summary statistics of these findings will be used as preliminary data to propose a larger cohort study.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Sevda Molani
- Research Fellow, Institute for Systems Biology","SM APOE Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia…","1. ['Owner', 'Research Fellow']
2. ['Sevda Molani']
3. ['Institute for Systems Biology']","['Owner', 'Research Fellow']",['Sevda Molani'],['Institute for Systems Biology'],1,1,1,FALSE
Cardiovascular disease PGS evaluation,"Evaluating how cardiovascular disease PGS performs across diverse populations. These will include biomarker PGS (ie LDL, cholesterol etc) and disease specific PGS.","Scientific Questions Being Studied
Evaluating how cardiovascular disease PGS performs across diverse populations. These will include biomarker PGS (ie LDL, cholesterol etc) and disease specific PGS.","Project Purpose(s)
Disease Focused Research (cardiovascular disease)
Methods Development
Ancestry","Scientific Approaches
We plan to evaluate PGS derived from GWAS from other large cohorts such as UKBB in all of us data and see how genetic background and environmental variables (ie age, medication use, SES variables) affect performance.","Anticipated Findings
We anticipate developing a better understanding of heterogeneity of PGS accuracy across populations.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Kristin Boulier
- Graduate Trainee, University of California, Los Angeles","Cardiovascular disease PGS evaluation Evaluating how cardiovascular disease PGS performs across diverse populations. These will include biomarker PGS (ie LDL, cholesterol etc) and disease specific PGS.","1. ['Owner', 'Graduate Trainee']
2. ['Kristin Boulier']
3. ['University of California, Los Angeles']","['Owner', 'Graduate Trainee']",['Kristin Boulier'],"['University of California, Los Angeles']",1,1,1,FALSE
